W7_id1	W7_id2	W7_id3	W7_id4	W7_ind1	W7_team	W7_posit	W701_01	W701_02	W702_01	W702_02	W703_01	W703_02	W704	W705_01	W705_02	W706_01	W706_02	W706_03	W706_04	W706_05	W706_06	W706_07	W706_08	W707	W708_01	W708_02	W708_03	W708_04	W708_05	W708_06	W708_07	W708_08	W708_09	W708_10	W708_11	W708_12	W708_13	W708_14	W708_15	W709_01	W709_02	W709_03	W709_04	W709_05	W709_06	W709_07	W709_08	W710_01	W710_02	W710_03	W710_04	W710_05	W710_06	W710_07	W710_08	W710_09	W710_10	W710_11	W710_12	W710_13	W710_14	W711	W712_01	W712_02	W712_03	W712_04	W712_05	W712_06	W713_01	W713_02	W713_03	W713_04	W713_05	W713_06	W713_07	W713_08	W713_09	W713_10	W713_11	W713_12	W713_13	W713_14	W713_15	W713_16	W713_17	W713_18	W713_19	W713_20	W713_21	W713_22	W713_23	W713_24	W714_01	W714_02	W714_03	W714_04	W714_05	W714_06	W714_07	W714_08	W715	W716	W717_01	W717_02	W718	W719_01	W719_02	W719_03	W719_04	W719_05	W719_06	W719_07	W720	W721	W722	W723_01	W723_02	W723_03	W723_04	W723_05	W723_06	W724_01	W724_02	W724_03	W724_04	W724_05	W724_06	W724_07	W724_08	W725_01	W725_02	W725_03	W725_04	W726_01	W726_02	W726_03	W726_04	W726_05	W726_06	W727_01	W727_02	W727_03	W727_04	W727_05	W727_06	W727_07	W727_08	W727_09	W727_10	W727_11	W727_12	W728_01	W728_02	W728_03	W728_04	W729_01	W729_02	W729_03	W729_04	W729_05	W729_06	W729_07	W730_01	W730_02	W730_03	W730_04	W731_01	W731_02	W731_03	W731_04	W731_05	W731_06	W732	W733	W734	W735_01	W735_02	W736_01	W736_02	W7_sex	W7_birthy	W7_birthm	W7_marr	W7_edu	W7_affil
196	4	901	2	3	5	3	2016	3	2016	3	1	1	899	2016	4	3	3	4	4	3	3	3	3																									1	3	1	3	2		2		2		2		2		2	5	5	5	5	5	5	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	11	4039	13	2016	2	2	4	2	1	1															4	4	4	4	4	4	4	4	4	4	3	3	3	4	4	3	3	4	4	3	3	3	4	4	4	4	4	4	3	3	4	4	4											1	2	2	40	6		250	1	89	10	1	5	3
196	4	901	3	3	5	3	2015	4	2017	6	2	3	899	2015	4	2	2	2	2	2	3	2	2																									1	2	2		2		2		2		2		2		3	2	2	2	2	2	2	4	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	11	4070	19	2016	2	2	4	2	1	2															2	3	3	2	2	2	2	3	3	3	2	2	3	3	2	2	3	3	3	3	2	3	2	2	3	2	2	2	3	3	3	2	3											1	2	1	40	16	2800		1	72	8	2	6	2
196	4	901	4	3	5	3	2013	6	2013	6	1	1	899	2013	6	3	3	3	3	3	3	3	3																									2		1	2	2		2		2		2		2		3	3	3	2	3	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	11	4050	19	2016	2	3	1	2	2	1															4	4	3	3	4	3	3	3	3	3	4	4	3	3	3	2	4	4	4	4	2	2	4	2	3	3	4	3	1	3	3	4	3											1	2	2	40	15	2800		1	85	12	2	3	
196	5	901	0	3	5	1	1986	6	2013	4	1	7	810	2013	4	4	4	4	4	5	4	4	4	4	3	3	3	4	4	3	3	4	3		3	4	4	4	4	4	4		4				3	1	3	1	3	2		2		2		2		2		2	4	3	3	5	5	4	3	3	2		2		2		2		2		2		2		2		2		1	2	2		1	2	2		2		2		3				1	11	4039	13	2008	2	4	4	4	1	1	5	4	4	4	4	4									4	4	4	5	4	3	4	3	4	5	4	4	3	3	3	4	4	4	3	3	4	4	4	3	4	4	3	5	4	4	2	3	4											1		-9	40	1	5600		1	61	10	2	6	2
196	5	901	1	3	5	3	2015	1	2015	1	3	3	899	2015	1	4	4	4	4	4	4	4	4																									1	3	1	3	2		2		2		2		2		4	4	4	3	4	4	4	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	11	4020	15	2005	2	2	4	2	2	2															4	4	3	4	4	3	3	3	3	3	3	3	3	3	3	3	4	3	2	4	4	4	3	3	3	3	3	3	2	3	2	2	3											1	2	2	40	10	4000		1	80	2	2	5	3
196	5	901	2	3	5	3	2015	4	2017	7	3	4	899	2015	4	4	3	4	3	4	4	4	4																									1	3	1	3	2		2		2		2		2		12	4	4	3	4	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	11	4020	19	2009	2	3	4	2	2	2															3	3	3	3	3	4	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	2	2											1	2	2	40	10	3700		1	67	5	1	6	3
196	5	901	3	3	5	3	2015	3	2017	7	3	4	899	2015	3	5	5	5	5	4	3	4	4																									1	4	1	3	2		2		2		2		2		4	3	3	2	4	4	4	2	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				1	99	99999	96	2015	7	3	4	2	2	2															3	4	4	4	4	3	3	4	4	4	4	4	3	3	3	5	4	5	4	5	5	5	4	3	2	3	4	3	2	3	2	4	3											1	2	2	40	0	4000		1	77	7	1	2	
196	5	901	4	3	5	3	2015	3	2015	3	3	3	899	2015	3	4	3	4	3	3	4	4	3																									1	3	1	3	2		2		2		2		2		4	3	3	2	4	4	4	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	11	4070	19	2016	2	2	4	2	2	2															4	4	3	3	4	4	4	3	3	3	3	3	4	4	3	3	3	3	4	4	3	3	3	3	4	3	3	3	3	4	4	4	3											1	2	2	40	10	4000		1	75	9	2	6	2
198	0	201	0	3	1	1	2008	12	2014	1	1	3	202	2008	12	2	3	4	3	3	4	3	2	2	4	3	3	4	3	3	4	3	3		3	3	3	2	3	3	4		3				3	1	2	1	2	2		2		2		2		2		3	3	4	3	2	3	3	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	2	1	3	4	3	3	4	2									3	4	3	2	3	3	2	3	3	3	3	4	3	3	3	4	2	2	2	3	3	3	3	3	2	3	3	3	4	3	3	2	3											1		2	40	5	3600		1	83	1	2	6	3
198	0	201	1	3	1	3	2012	3	2016	6	1	3	202	2012	3	3	2	3	4	3	3	3	2																									1	3	2		2		2		2		2		2		2	3	2	3	3	2	3	3	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								4	2	2															2	3	2	3	3	2	3	2	4	4	3	4	3	2	3	3	3	3	4	3	3	2	2	3	3	3	3	3	2	2	3	3	2											1	2	2	40	5	3400		1	80	9	1	6	3
198	0	201	2	3	1	3	2011	6	2015	1	1	2	202	2011	6	3	4	3	2	3	3	2	3																									1	3	2		2		2		2		2		2		2	3	2	3	3	3	2	3	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		2				2								3	2	2															2	3	2	2	3	2	3	2	3	4	3	3	2	3	3	4	3	3	3	2	3	3	3	2	3	2	3	2	3	4	3	2	3											1	2	2	40	2	2800		1	87	12	1	5	1
198	0	201	3	3	1	3	2011	8	2015	1	1	2	202	2011	8	3	3	4	3	3	3	4	3																									1	2	2		2		2		2		2		2		2	3	3	2	3	3	3	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		2				2								3	2	2															3	4	3	2	2	3	3	3	4	3	3	4	3	2	3	3	3	4	3	3	2	3	3	2	3	2	3	3	3	2	3	3	3											1	2	2	40	5	2900		2	87	8	1	6	1
198	0	201	4	3	1	3	2009	6	2016	6	1	3	202	2009	6	2	3	3	2	3	3	4	2																									1	3	2		2		2		2		2		2		2	3	2	2	3	3	3	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		2				2								3	3	2															2	3	3	2	3	4	2	3	3	3	3	4	3	3	3	2	3	3	4	3	3	3	3	3	4	3	3	3	4	3	2	3	3											1	2	2	40	10	3500		2	80	10	1	6	3
198	0	201	5	3	1	3	2011	12	2011	12	1	1	202	2011	12	3	4	4	3	3	3	2	3																									1	2	2		2		2		2		2		2		2	3	2	3	4	3	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		2				2								3	2	2															2	3	3	2	3	4	2	3	3	3	2	3	4	3	3	3	4	3	2	3	3	3	2	2	2	2	3	2	3	3	2	3	2											1	2	2	40	5	3100		1	86	3	1	6	3
198	0	201	6	3	1	3	2016	2	2016	2	1	1	202	2016	2	4	4	3	4	3	4	3	3																									1	3	2		2		2		2		2		2		2	3	2	3	4	3	4	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								3	2	3															2	3	3	2	3	3	4	3	4	3	3	4	3	2	3	3	3	4	3	3	3	2	3	4	3	3	3	3	2	3	3	2	3											1	2	2	40	4		258	1	89	9	1	7	3
198	0	321	0	3	1	1	2000	7	2007	7	3	5	302	2007	7	3	3	3	3	4	3	3	3	2	3	4	4	4	4	4	3	4	4		5	4	4	4	5	4	4		3				4	1	3	1	3	2		2		2		2		2		4	3	4	3	4	3	3	3	3	2		2		1	3	2		1	2	2		2		2		2		2		2		2		2		2		2		1				2								3	2	1	4	4	4	4	4	4									4	3	4	3	3	4	4	4	4	3	3	4	3	3	3	4	4	3	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3											1		2	40	0	4000		1	66	10	2	6	1
203	0	321	0	1	1	1	2008	7	2017	1	1	4	302	2008	7	4	3	4	3	3	3	3	3	2	3	3	3	3	3	3	3	2	2	2	3	2	2	2	2	8	3	2	3	2				1	3	1	3	2		2		2		2		2		2	4	4	3	4	4	3	3	4	2		2		2		2		1	3	1	3	1	2	2		1	2	1	2	1	2	2		2		2		2		3				2								2	2	1	5	5	5	4	4	4									4	3	4	3	3	2	2	2	4	3	4	4	4	5	5	5	4	4	4	3	4	4	4	3	4	4	3	4	3	4	2	4	3											1		2	40	0	-9		1	83	12	2	7	1
203	0	321	1	1	1	3	2016	5	2016	5	1	1	302	2016	5	4	4	4	4	3	3	3	3																									1	2	1	2	2		2		2		2		2		2	3	3	3	3	3	3	2	3	2		2		2		2		1	2	2		2		2		2		2		2		2		2		2		2		3				2								3	2	4															3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	3	3	2	2	3	3	3	3											1	2	2	40	3		190	2	93	2	1	5	1
203	0	401	0	1	2	1	2003	12	2016	1	1	5	401	2006	1	2	2	3	1	2	1	1	2	2	4	3	4	3	3	3	2	2	3	3	5	5	3	4	3	8	4	3	3	4				1	2	1	3	2		2		2		2		2		5	3	2	3	3	3	3	3	3	2		2		2		2		1	3	2		1	3	2		2		2		2		2		2		2		2		3				2								2	2	2	4	4	3	3	4	4									3	4	4	2	2	3	2	3	2	3	3	3	2	4	4	4	4	4	3	3	3	2	3	3	2	2	3	4	3	4	3	4	4	5	25	65	5	4	1	4	3	3	2	1		2	40	10	6200		1	79	2	2	6	3
203	0	701	0	1	3	2	1991	2	2006	4	1	8				4	4	4	4	4	5	5	5																									2		2		2		2		2		2		2		2	5	4	3	2	4	4	2	2	2		2		2		2		1	1	2		1	4	2		2		2		2		2		2		2		2		1	1	4	5	1	9	1050	15	1995	2	4	4	2	1	1							2	2	2	2	2	2	2	2	4	4	4	4	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	1	4	5	3	2	4	5											1		2	40	18	6240		1	62	9	2	2	
203	0	701	1	1	3	4	2014	3	2014	3	1	1				4	4	4	4	3	3	3	3																									1	3	2		2		2		2		2		2		2	2	2	2	3	3	3	3	3	2		2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		2	1	1	3	2								2	1	3															3	3	3	3	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	4	1	4	4	4	2	1	1											1	2	1	40	0	-9		1	82	2	2	5	2
203	0	701	2	1	3	4	2014	1	2014	1	1	1				4	4	4	4	4	4	4	4																									1	3	2		2		2		2		2		2		2	3	3	4	4	4	4	3	3	2		2		2		2		2		1	3	1	4	2		1	4	1	4	2		2		2		2		2		1	1	1	2	2								2	2	2															4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	3	4	4	4	3	3	4											1	2	1	40	8	4500		1	86	6	2	3	
203	0	701	3	1	3	4	2011	7	2011	7	1	1				3	3	3	3	3	3	3	3																									1	3	2		2		2		2		2		2		5	3	3	2	4	4	3	2	3	2		2		2		2		2		2		1	4	2		2		1	3	2		2		2		2		2		1	1	2	5	2								2	1	2															4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	4	3	4	4	4	4	3	4	3	4	2	2	4											1	2	1	40	10	4200		1	75	1	2	5	3
203	0	701	4	1	3	4	2009	10	2009	10	1	1				3	3	3	3	3	3	3	3																									1	2	1	2	2		2		2		2		2		3	4	4	3	4	4	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	4	2								2	1	2															3	3	3	3	3	3	4	4	3	3	4	4	3	4	4	4	4	4	3	3	4	4	3	4	4	3	3	4	2	4	3	2	4											1	2	1	40	14	-9		1	84	6	1	2	
203	0	702	0	1	3	2	1990	1	2012	1	1	8				1	1	1	3	2	2	3	3																									2		2		2		2		2		2		2		1	2	2	2	2	2	2	2	3	2		2		2		2		2		2		1	2	2		2		2		2		2		2		2		2		1	3	1	4	1	9	1050	15	1992	2	3	4	2	1	1							3	2	3	3	3	3	3	2	2	2	2	2	3	2	3	3	3	3	3	3	3	3	3	4	4	4	3	3	3	3	3	4	4	3	2	4	4	4	3	2	3											1		2	40	12	8000		1	66	10	2	3	
203	0	702	1	1	3	4	2013	8	2013	8	1	1				3	3	3	3	2	2	3	3																									1	2	2		2		2		2		2		2		5	1	1	3	3	3	3	2	2	2		2		2		2		2		2		1	1	2		2		2		2		2		2		2		2		1	3	1	1	2								5	1	3															1	1	1	1	1	1	1	3	3	3	1	2	1	2	1	2	5	5	5	5	3	3	3	3	3	3	3	3	1	2	3	4	3											1	2	1	40	8	4400		1	82	10	1	5	3
203	0	702	2	1	3	4	2005	3	2015	9	1	8				5	5	5	5	5	5	5	5																									1	4	1	3	2		2		2		2		2		5	5	5	4	5	5	5	4	4	2		2		2		2		1	4	1	4	1	4	2		1	4	1	4	1	4	2		2		2		2		1	1	1	6	2								3	3	2															5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	1	4	5	5	5	3	3	4	1	5	4	5	1	4	4											1	2	1	40	14	5600		1	65	8	2	2	
203	0	702	3	1	3	4	2004	6	2014	11	1	8				2	2	2	3	2	2	3	3																									1	2	2		2		2		2		2		2		2	3	3	3	3	3	3	2	2	2		2		2		2		1	2	1	2	1	2	2		1	2	1	2	1	2	2		2		2		2		1	2	1	5	1	9	1050	15	1998	2	1	4	2	1	2															4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4											1	2	1	40	12	5600		1	70	2	3	2	
203	0	702	4	1	3	4	2010	10	2010	10	1	1				3	3	3	3	3	3	3	3																									1	3	2		2		2		2		2		2		2	3	2	2	3	3	3	3	2	2		2		2		2		2		2		1	3	2		2		1	3	2		2		2		2		2		1	2	2	5	2								2	1	2															3	3	2	2	3	3	3	3	4	4	4	3	2	2	3	3	3	4	4	3	4	3	3	3	3	3	3	4	3	4	2	3	3											1	2	1	40	10	4700		1	79	2	2	5	3
203	0	702	5	1	3	4	2000	1	2000	1	1	1				3	1	4	4	4	3	3	3																									1	2	2		2		2		2		2		2		2	1	1	3	4	3	3	4	4	2		2		2		2		2		1	2	1	3	2		1	3	2		1	3	2		2		2		2		1	3	1	6	1	9	1050	15	2016	2	3	4	2	2	1															4	3	2	1	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4	4	4	4	3	4	4	4	3	3	3											1	2	1	40	10	6000		1	81	1	2	2	
203	0	702	6	1	3	4	2002	7	2002	7	1	1				5	5	5	5	4	4	4	4																									1	4	2		2		2		2		2		2		2	4	4	3	4	5	5	4	4	2		2		2		2		2		2		1	4	2		1	4	1	4	1	4	2		2		2		2		1	2	1	7	1	9	1050	15	1999	2	4	4	2	2	3															3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	5	5	5	4	5	5	4	4	4	4	4											1	2	1	40	14	6500		1	65	9	2	4	
203	0	702	7	1	3	4	1999	9	2009	3	1	8				3	3	3	3	2	2	3	3																									1	3	2		2		2		2		2		2		6	4	4	3	4	4	4	4	4	2		2		2		2		2		1	4	1	3	2		1	2	1	2	1	2	2		2		2		2		1	1	2	7	1	9	1050	15	2007	2	3	4	2	2	1															3	2	4	3	2	4	4	4	3	4	4	4	3	4	4	4	4	4	4	4	4	2	4	4	4	4	3	4	4	3	3	4	4											1	2	1	40	12	7120		1	81	8	2	3	
203	0	702	8	1	3	4	2004	6	2014	4	1	8				2	2	2	3	2	2	2	3																									1	3	2		2		2		2		2		2		4	2	2	2	3	3	3	3	3	2		2		2		2		1	3	1	2	1	3	2		2		2		2		2		2		2		2		1	2	3	5	2								2	3	2															3	2	3	2	3	3	4	3	3	3	3	3	3	2	3	3	4	4	3	3	3	4	4	4	4	4	3	4	4	4	3	3	3											1	2	1	40	20	5800		1	75	11	2	3	
203	0	702	9	1	3	4	2010	4	2010	4	1	1				4	4	4	4	2	2	3	3																									1	3	2		2		2		2		2		2		5	2	1	1	2	3	3	3	3	2		2		2		2		2		2		1	4	2		2		2		2		2		2		2		2		1	1	2	5	2								2	1	1															2	4	4	3	3	2	3	3	2	4	4	4	3	3	3	3	4	4	3	4	3	2	4	3	4	4	4	4	4	3	2	2	2											1	2	1	40	7	5300		1	78	8	2	5	1
203	0	702	10	1	3	4	2002	9	2002	9	1	1				3	1	4	4	4	3	3	3																									1	2	2		2		2		2		2		2		3	1	1	3	4	3	3	4	4	2		2		2		2		2		1	2	1	3	2		1	3	2		1	3	2		2		2		2		1	2	1	6	2								2	2	1															4	3	2	1	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4	4	4	4	3	4	4	4	3	3	3											1	2	1	40	8	5480		1	81	9	1	2	
203	0	702	11	1	3	4	2002	7	2014	4	1	8				1	1	3	3	2	2	3	3																									1	4	1	4	2		2		2		2		2		5	4	2	3	4	4	4	3	3	2		2		2		2		2		2		1	3	2		2		1	3	2		2		2		2		2		1	2	1	7	1	9	1050	15	2010	2	4	4	2	3	1															2	2	2	2	3	4	4	4	3	4	3	3	3	4	3	3	4	3	2	4	3	3	4	4	4	4	3	4	4	4	3	4	4											1	2	1	40	12	6500		1	81	9	2	5	1
203	1	201	0	1	1	1	2004	1	2013	4	1	5	202	2004	11	3	3	4	2	4	3	3	4	3	3	4	3	3	4	3	3	4	3	4	3	3	4	3	4	8	4	4	3	4				1	3	1	3	2		2		2		2		2		4	4	3	4	4	4	4	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				2								2	3	1	3	4	2	3	4	3									4	3	4	4	3	4	3	3	4	3	3	3	4	2	3	3	4	3	2	3	3	3	3	4	3	4	3	4	3	4	4	3	4											1		2	40	10	5200		1	76	3	2	6	3
203	1	201	1	1	1	3	2010	10	2012	3	1	2	201	2011	3	2	2	2	1	2	3	2	3																									1	3	2		2		2		2		2		2		3	2	2	3	4	3	3	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		4				2								2	3	4															4	3	3	3	3	3	4	3	3	3	3	3	4	3	3	3	2	3	4	3	4	4	3	3	4	3	3	3	4	3	3	3	3											1	2	2	40	15	3500		1	84	3	2	6	1
203	1	201	2	1	1	3	2013	5	2013	5	1	1	201	2013	7	4	4	4	5	4	4	3	4																									1	3	2		2		2		2		2		2		3	4	5	4	3	4	4	3	3	2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		2		1				2								2	3	3															3	4	3	3	3	4	3	4	3	4	3	4	3	4	4	3	4	4	3	4	4	5	3	4	3	3	4	4	3	4	2	1	4											1	2	2	40	20	3000		1	86	11	1	6	3
203	1	201	3	1	1	3	2003	10	2010	4	1	4	201	2003	10	4	3	4	3	3	4	4	3																									1	3	1	3	2		2		2		2		2		2	2	3	3	4	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				2								2	2	1															4	4	3	4	3	4	4	3	3	2	4	3	4	3	3	4	4	4	3	2	3	4	3	4	3	4	3	4	3	2	3	4	4											1	2	2	40	0	4300		1	75	3	2	7	2
203	1	202	0	1	1	1	2001	12	2010	4	1	5	201	2001	12	4	4	3	3	2	4	3	3	3	4	3	3	4	2	2	4	3	3	3	4	3	2	3	4	8	3	3	3	4				2		2		2		2		2		2		2		1	1	2	2	2	2	2	3	2	2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		2		3				2								3	2	1	4	4	5	3	4	4									3	3	4	4	2	3	4	3	3	4	3	3	4	3	2	3	4	4	3	3	3	4	3	4	3	4	2	4	3	3	2	4	3											1		2	40	8	5800		1	70	12	2	6	1
203	1	202	1	1	1	3	2013	5	2013	5	3	3	202	2013	5	4	4	5	5	5	5	5	5																									1	3	2		2		2		2		2		2		3	5	5	5	5	5	5	2	3	2		2		2		2		1	2	2		2		2		2		2		2		2		2		2		2		3				2								2	1	2															4	4	4	4	4	4	5	5	4	4	4	4	4	4	4	3	3	3	3	3	3	3	4	4	4	4	3	4	4	4	4	4	4											1	2	2	40	1	3500		1	82	12	2	6	3
203	1	202	2	1	1	3	2003	10	2010	4	1	4	202	2003	10	3	3	4	3	4	3	3	3																									2		1	2	2		2		2		2		2		2	3	3	2	4	3	3	3	4	2		2		2		2		2		1	2	1	3	2		2		2		1	4	2		2		2		2		3				2								3	3	2															4	4	3	4	4	4	3	3	3	4	4	3	3	4	4	4	4	4	3	3	3	4	4	3	4	4	2	4	4	4	3	4	2											1	2	2	40	4	4500		1	76	12	2	6	3
203	1	202	3	1	1	3	2013	6	2013	6	1	1	202	2013	6	3	3	4	3	3	3	2	3																									2		2		2		2		2		2		2		1	3	4	3	3	3	4	3	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	1	3080	12	2012	2	3	2	2	1	1															3	3	4	3	3	3	4	3	2	3	3	3	2	3	3	4	3	2	3	4	3	3	3	2	2	3	3	3	3	4	3	3	3											1	2	2	40	2	-9		2	91	2	1	6	3
203	1	202	4	1	1	3	2005	8	2011	4	1	4	202	2008	8	3	3	4	3	4	3	3	3																									1	3	2		2		2		2		2		2		2	3	3	4	3	3	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	2	1															3	3	4	3	3	3	4	3	3	3	3	3	4	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	4	3	3	3	3											1	2	2	40	0	-9		1	-9	-9	2	7	3
203	1	701	0	1	3	2	1990	3	2000	4	1	8				2	5	3	3	4	3	3	4																									1	3	1	4	2		2		2		2		2		3	4	2	3	4	4	5	3	3	2		2		2		2		1	1	1	3	1	3	2		2		2		1	2	2		2		2		2		2	1	4	7	2								4	1	3							4	4	4	4	4	4	4	1	4	4	4	3	4	4	5	4	4	4	5	3	3	4	4	4	5	5	4	5	4	4	4	5	4	4	1	4	4	5	4	4	5											1		2	40	10	8000		1	60	3	2	2	
203	1	701	1	1	3	4	2011	3	2011	3	1	1				3	3	3	3	4	3	3	3																									1	2	2		2		2		2		2		2		3	2	2	2	3	3	3	2	2	2		2		2		2		2		1	2	1	2	2		2		2		2		2		2		2		2		1	2	1	3	2								2	1	1															3	2	2	2	4	4	3	3	4	3	4	4	2	3	3	3	4	3	2	3	3	3	3	4	4	3	3	3	2	2	2	2	1											1	2	1	40	8	5200		1	86	7	1	2	
203	1	701	2	1	3	4	2005	2	2014	7	1	8				1	1	3	3	3	3	4	4																									1	2	2		2		2		2		2		2		3	3	3	3	3	3	3	2	2	2		2		2		2		2		1	2	1	3	2		1	3	1	3	2		2		2		2		2		1	2	1	4	2								2	2	2															3	5	5	5	4	3	3	3	3	5	5	4	4	4	4	3	3	3	3	4	3	4	4	4	4	3	3	3	3	4	3	3	3											1	2	1	40	8	5440		1	61	3	2	3	
204	0	201	0	2	1	1	2000	11	2013	1	1	5	602	2000	11	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3		3	4	3	3	3		3		3		3	3		1	2	2		2		2		2		2		2		2	4	4	2	4	4	4	2	2	2		2		1	3	2		2		2		2		2		2		2		2		2		2		2		2		1				1	3	1170	40	2004	4	2	4	2	3	3	4	4	4	4	4	4									3	3	3	3	3	3	3	4	4	4	3	4	4	4	4	4	4	3	3	4	4	4	4	3	4	4	2	4	3	4	3	3	3											1		2	40	0	8000		1	73	8	2	6	1
204	0	201	1	2	1	3	2012	2	2012	2	2	2	602	2015	8	3	4	3	1	1	1	3	3																									1	2	1	2	1	2	1	2	2		2		2		11	4	4	3	3	4	4	1	1	2		1	2	2		2		2		2		2		2		2		2		2		1	2	2		2		2		1				1	3	1160	40	2013	4	2	4	2	1	3															4	3	3	4	3	3	3	3	3	3	3	2	4	4	3	3	3	2	3	3	3	3	2	3	2	3	3	2	4	3	3	2	3											1	2	1	40	0	5000		2	82	11	1	6	1
204	0	201	2	2	1	3	2012	6	2012	6	2	2	602	2014	1	3	3	3	3	3	3	3	3																									2		2		2		2		2		2		1	2	2	3	3	3	4	3	4	3	4	2		2		1	3	2		2		1	3	2		2		2		2		2		2		2		2		2		3				1	3	1050	40	2008	4	3	4	2	1	2															3	4	3	4	4	3	3	3	3	2	4	3	3	3	3	2	3	3	3	4	3	3	2	3	2	3	3	2	3	3	3	4	3											1	2	1	40	1	4450		2	83	3	1	6	1
204	0	321	0	2	1	1	2002	9	2015	1	2	5	306	2012	4	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4		3	3	4	4	3		4		4		4	3		1	4	2		2		2		2		2		2		2	5	5	5	5	5	5	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		4				2								4	2	1	5	5	5	5	5	5									4	5	4	4	4	4	5	3	3	4	4	3	4	4	3	4	5	4	4	4	4	3	4	4	4	4	1	5	5	5	1	1	3											1		2	40	0	-9		1	75	4	2	7	1
204	0	321	1	2	1	3	2011	10	2011	10	2	2	306	2015	1	4	4	4	4	4	3	3	3																									1	3	1	3	1	2	2		2		2		2		3	4	4	3	4	3	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								3	1	4															4	3	3	4	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	3	3	4	3	4	4	4	3											1	2	1	40	0	-9		2	87	3	1	6	2
204	0	321	2	2	1	3	2010	1	2014	1	2	4	302	2015	1	4	4	4	4	4	4	4	4																									1	3	1	3	1	1	1	1	2		2		1	2	2	3	4	4	3	4	4	3	4	1	3	2		1	3	2		2		1	2	1	3	2		2		2		2		2		2		2		2		1				1	3	1050	40	2010	4	3	1	2	1	3															5	4	4	5	4	4	3	4	4	5	4	4	3	4	5	5	4	3	4	3	3	3	4	3	3	3	3	4	4	4	3	2	2											1	2	2	40	0	4500		1	84	1	1	6	4
204	0	321	3	2	1	3	2012	5	2012	5	2	2	306	2016	1	4	4	4	4	4	4	4	4																									2		1	4	1	4	2		2		2		2		2	4	4	4	4	4	4	3	3	2		2		2		2		1	3	1	3	2		2		2		2		2		2		2		2		2		1				2								1	1	4															4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4	3	2	4											1	2	1	40	0	-9		1	-9	-9	2	6	1
